Category,Troop,Focal,Species,Age,Sex,Month,Day,Year,Time,Side,Note
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:15:39,L,Switch hands. Now forage and eat unknown leaf with left hand. Stop at 9:15:38
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:16:04,L,Forage and eat with left hand
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:16:22,L,Forage and eat with left hand
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:16:52,L,Forage and eat with left hand
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:17:21,L,Forage and eat with left hand
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:18:23,L,Forage and eat with left hand
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:19:39,L,Forage and eat with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:01:57,L,Thrax eats chow from his left hand. He's locked in the CSB.
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:06:23,L,Thrax eat diet out of left hand.
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:10:13,L,Eat peanut out of left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:19:50,L,Eat lettuce from left hand.
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:20:40,L,Eat chow from left hand. Stop at 11:21:02
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:21:22,L,Eat diet out of left hand. Stop at 11:21:34
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:22:16,L,Eats with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:23:37,L,Eats out of left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:24:10,L,"Grabs food from bowl with left hand, then puts some in right hand."
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:26:47,L,Eat lettuce from left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:28:02,L,Eat lettuce from left hand
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:33:29,L,unknown leaves through fence. Stop at 8:33:54
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:35:28,R,Forages unknown grass with rght hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:39:31,R,Forages dog fennel with right hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:41:20,R,Forages dog fennel with right hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:45:46,R,Forages dog fennel with right hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:47:22,R,Forages dog fennel with right hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:07:23,R,Eat chow out of right hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:09:34,R,Eat lettuce and chow from right hand.
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:20:36,R,Eat from right hand.
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:22:40,R,Eats with right hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:28:44,R,Eat with right hand (diet)
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:13:15,R,Eat unknown leaf with right hand
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:18:42,R,Eating pine needles with right hand. Stop at 8:20:27
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:32:10,R,unknown leaves
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:31:29,L,Forages tulipopper plant with left hand. Stops at 11:34:44. Then starts again at 11:34:53
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:37:37,L,Forages dog fennel with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:39:41,L,Forages dog fennel with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:43:10,L,Forages dog fennel with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:44:06,L,Forage dog fennel with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:46:19,L,Forage dog fennel with left hand
Eat,Furia,Thrax,Pcoq,10,M,6,24,2022,11:48:53,L,Forages at grass through fence with left hand
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:31:00,L,unknown leaves
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:18:41,R,Forage and eat with right hand on top. Stop at 9:19:14
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:19:28,R,Forage and eat with right hand
Eat,Furia,Thrax,Pcoq,10,M,7,1,2022,9:20:03,R,Forage and eat with right hand. Stop at 9:21:34
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:28:13,L,Forage and eat muscovy grapevine with left hand.
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:29:37,L,Forage and eat muscovy grapevine with left hand.
Eat,Furia,Thrax,Pcoq,10,M,7,6,2022,8:27:00,R,Forage and eat muscovy grapevine with right hand. Stop at 8:28:01
Loc,P,Carolina,Emon,12,F,6,28,2022,9:57:25,L,Leap to bamboo branch holding it with left hand on top.
Loc,P,Carolina,Emon,12,F,6,28,2022,10:11:30,L,Leap to bamboo branch holding it with left hand on top.
Loc,P,Carolina,Emon,12,F,6,28,2022,10:49:26,L,Leap to bamboo tree with left hand on top
Loc,P,Carolina,Emon,12,F,6,28,2022,9:58:52,R,Leap to bamboo branch holding it with right hand on top. Does this twice.
Loc,P,Carolina,Emon,12,F,6,28,2022,9:59:46,R,Leap to bamboo branch holding it with right hand on top.
Loc,P,Carolina,Emon,12,F,6,28,2022,10:43:48,R,Moving accross bamboo with right hand on top.
Loc,P,Carolina,Emon,12,F,6,28,2022,10:44:16,R,Moving accross bamboo with right hand on top.
Loc,P,Carolina,Emon,12,F,6,23,2022,8:37:50,L,Grab branch with left hand first
Loc,P,Carolina,Emon,12,F,6,23,2022,8:41:31,L,"Leap to branch, grabbing it with left hand on top"
Loc,P,Carolina,Emon,12,F,6,23,2022,8:48:00,R,"Leap to branch, grabbing it with right hand on top"
Loc,P,Carolina,Emon,12,F,6,23,2022,9:23:09,R,"Leap to other branch, grasping it with right hand first"
Loc,P,Carolina,Emon,12,F,6,23,2022,9:26:18,R,"Leap to branch, grasping it with right hand first (right hand is on top)"
Loc,P,Carolina,Emon,12,F,6,30,2022,8:53:24,L,Leap to tree and grasp with left hand on top
Loc,P,Carolina,Emon,12,F,6,30,2022,9:05:46,R,Leap with right hand on top of branch
Loc,P,Carolina,Emon,12,F,6,30,2022,8:37:22,R,Leap 4 times from tree-to-tree with right hand on top
Loc,P,Carolina,Emon,12,F,6,30,2022,8:42:44,R,Moving down tree with right hand on top
Loc,P,Carolina,Emon,12,F,6,28,2022,10:21:24,L,Going down branch with left hand on top.
Loc,P,Carolina,Emon,12,F,6,30,2022,8:39:43,L,Leap to tree with left hand on top
Loc,P,Carolina,Emon,12,F,6,30,2022,8:52:38,R,"Grasp branch with right hand first, then left hand, then climb up."
Loc,Maddie,Duggan,Emon,14,M,6,24,2022,10:37:46,L,Duggan leaps to branch in enclosure. He grabs it with his left hand first.
Loc,Maddie,Duggan,Emon,14,M,6,24,2022,10:38:08,R,Duggan grabs his swing with his left hand first
Loc,Maddie,Duggan,Emon,14,M,6,24,2022,10:38:38,R,Duggan grabs his swing with his right hand first
Loc,Maddie,Duggan,Emon,14,M,6,24,2022,10:50:30,R,Duggan grabs swing with his right hand
Loc,Maddie,Duggan,Emon,14,M,6,28,2022,15:45:00,R,Grasp branch with right hand
Loc,Furia,Furia,Pcoq,5,F,6,24,2022,8:44:32,L,Leap and grasp branch with left hand on top
Loc,Furia,Furia,Pcoq,5,F,6,24,2022,8:45:46,L,Leap to branch. Grasps branch with left hand on top.
Loc,Furia,Furia,Pcoq,5,F,6,27,2022,11:32:54,L,Grasp branch with left hand
Loc,Furia,Furia,Pcoq,5,F,6,24,2022,9:09:00,R,Leap to branch. Grasp with right hand on top.
Loc,Furia,Furia,Pcoq,5,F,6,24,2022,9:30:16,R,Leap and grasp branch with right hand first.
Loc,N,Gisela,Pcoq,10,M,7,13,2022,8:44:00,R,"While moving, grasp onto mesh wall with all 4 limbs. Right hand on top. Stop at 8:44:12"
Loc,N,Gisela,Pcoq,10,M,7,14,2022,9:23:08,R,Grasp branch above with right hand
Loc,N,Gisela,Pcoq,10,M,7,14,2022,9:31:28,L,Grasp mesh with all 4 limbs while locomoting. Left hand on top.
Loc,N,Gisela,Pcoq,10,M,7,14,2022,9:49:29,L,"Leap and grasp pole with all 4 limbs, left hand top"
Loc,N,Gisela,Pcoq,10,M,7,13,2022,8:19:46,L,"Climb up pole. Holding pole with all 4 limbs, but left hand on top the whole time."
Loc,N,Gisela,Pcoq,10,M,7,14,2022,9:50:45,L,Leap to pole and grasp with all 4 limbs. Left hand on top.
Loc,X,Licinius,Lcat,29,M,6,29,2022,9:07:42,L,Grasp tree with left hand on top.
Loc,X,Licinius,Lcat,29,M,6,29,2022,8:49:22,R,Jump to other tree branch with right hand on top.
Loc,X,Licinius,Lcat,29,M,6,29,2022,8:33:15,R,Grasp branch with right hand on top
Loc,X,Licinius,Lcat,29,M,6,29,2022,9:28:45,R,Climb up tree with right hand on top.
Loc,X,Licinius,Lcat,29,M,6,29,2022,8:48:47,L,Locomote down tree with left hand on top
Loc,Maddie,Maddie,Emon,16,F,6,28,2022,14:14:16,R,Grasp cage wire with right hand on top
Loc,Maddie,Maddie,Emon,16,F,6,28,2022,14:47:50,L,"Grab ""door frame"" to indoor enclosure with left hand"
Loc,Maddie,Maddie,Emon,16,F,6,28,2022,14:56:10,L,Grasp branch with left hand
Loc,Maddie,Maddie,Emon,16,F,7,8,2022,9:11:14,L,Land on mesh wall with left hand on top then climb up
Loc,Maddie,Maddie,Emon,16,F,6,28,2022,14:14:10,L,Leap to branch with left hand on top.
Loc,Maddie,Maddie,Emon,16,F,6,28,2022,14:15:18,R,Grasp branch with right hand on top.
Loc,M,Randy,Lcat,16,M,6,27,2022,9:32:44,L,Grasp fence with left hand
Loc,M,Randy,Lcat,16,M,7,7,2022,8:45:49,L,Jump onto mesh wall before clinging up with left hand on top
Loc,P,Rico,Emon,5,M,6,16,2022,10:43:07,L,Rico leaps to a branch and grabs it with his left hand first
Loc,P,Rico,Emon,5,M,6,16,2022,10:48:44,L,Rico leaps and grabs the branch with his left hand first
Loc,P,Rico,Emon,5,M,6,28,2022,9:07:43,L,Leap and grasp branch with left hand on top
Loc,P,Rico,Emon,5,M,6,16,2022,10:46:23,R,Rico leaps to branch and grabs it with his left hand first
Loc,P,Rico,Emon,5,M,6,16,2022,10:52:03,R,Rico leaps and grabs the branch with his right hand first
Loc,P,Rico,Emon,5,M,6,16,2022,10:56:00,R,Rico leaps and grabs the branch with his right hand first
Loc,P,Rico,Emon,5,M,6,16,2022,10:59:30,R,Rico leaps and grabs the branch with his right hand first
Loc,P,Rico,Emon,5,M,6,28,2022,9:14:14,R,Leap to branch. Grasp with right hand on top.
Loc,P,Rico,Emon,5,M,6,16,2022,10:52:23,L,Rico grabs a branch with his left hand
Loc,P,Rico,Emon,5,M,6,28,2022,9:03:44,R,Leap and grasp branch with right hand on top
Loc,P,Rico,Emon,5,M,6,28,2022,9:31:12,R,Grasp bamboo tree with right hand on top. Hold tree with 3 other limbs.
Loc,P,Rico,Emon,5,M,6,30,2022,9:35:57,L,Leap with left hand on top of branch
Loc,P,Rico,Emon,5,M,6,30,2022,10:12:59,R,Leap to tree with right hand on top
Loc,P,Rico,Emon,5,M,6,30,2022,9:36:48,R,Leap with right hand on top of branch
Loc,P,Rico,Emon,5,M,6,16,2022,11:08:38,R,Rico leaps and grabs branch with his right hand first. He lept a little slower than usual so his branch grab was very clear this time!
Loc,P,Rico,Emon,5,M,6,30,2022,9:28:53,L,Leap to tree with left hand on top
Loc,P,Rico,Emon,5,M,6,30,2022,10:06:32,L,Leap three times with left hand on top
Loc,N,Rupert,Pcoq,12,M,7,12,2022,8:34:16,L,Grasp branch from above with left hand while locomoting
Loc,N,Rupert,Pcoq,12,M,7,12,2022,8:51:27,L,"Grasp branch with all 4 limbs. Left hand on top. Climbing down, with left hand on top the whole time."
Loc,N,Rupert,Pcoq,12,M,7,12,2022,9:03:22,L,Leap to pole and grasp with all 4 limbs. Right hand on top.
Loc,X,Sierra Mist,Lcat,14,F,6,22,2022,7:59:52,R,Sierra goes to lower tree limb. She holds onto the tree limb with her right hand.
Loc,X,Sierra Mist,Lcat,14,F,6,29,2022,9:59:46,R,"Whole locomoting, grasp branch with right hand on top"
Loc,M,Sophia,Lcat,17,F,6,27,2022,8:44:01,L,Grab branch in outdoor cage with right hand
Loc,M,Sophia,Lcat,17,F,6,21,2022,9:25:12,R,Sophia grasps structure starting with right hand
Loc,M,Sophia,Lcat,17,F,6,21,2022,9:52:56,R,Sophia climbs down starting with her right hand
Loc,M,Sophia,Lcat,17,F,6,27,2022,8:36:21,R,Sophia grabs top of outdoor wage with Rh to swing onto branch
Loc,Furia,Thrax,Pcoq,10,M,7,6,2022,7:42:47,R,Locomoting with right hand first. Crawling across ledge.
Rest,P,Carolina,Emon,12,F,6,23,2022,8:32:36,R,Grasp branch with right hand
Rest,P,Carolina,Emon,12,F,6,23,2022,9:11:03,R,Grasp branch with right hand
Rest,P,Carolina,Emon,12,F,6,28,2022,10:16:04,R,Resting on tree with 3 limbs. Holding with both feet and right hand.
Rest,P,Carolina,Emon,12,F,6,30,2022,8:45:37,L,Rest while holding branch with left hand
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,9:52:49,L,Grasp pole with left hand on top. Sitting and holding pole with all limbs except for right hand.
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,9:57:49,L,Sit and grasp pole with all 4 limbs. Left hand on top. Stop at 9:59:08
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,10:00:56,L,Sit and grasp pole with just left hand. Stop at 10:01:48
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,10:02:50,L,Grasp pole with left hand on top. Sitting and holding onto pole with all 4 limbs. Stop at 10:03:25
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,9:51:48,R,Grasp pole with right hand on top(cling with all 4 limbs) stop at 9:43:15
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,9:52:54,R,Grasp pole with both feet and with right hand. Left hand free. Stop at 9:53:27
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,9:54:33,R,Grasp pole with both feet and with right hand. Left hand free.
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,10:12:12,R,Grasp fence with right hand. Stop at 10:12:23
Rest,Furia,Furia,Pcoq,5,F,6,27,2022,10:46:18,L,Holds branch with left hand while resting.
Rest,Furia,Furia,Pcoq,5,F,6,27,2022,11:29:22,L,Hold branch with left hand on top while resting
Rest,Furia,Furia,Pcoq,5,F,7,1,2022,10:25:36,L,Grasp mesh fence with left hand while resting on ground. Stop at 10:27:01
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:07:11,R,Grasp mesh with 3 limbs (no left hand). Right hand on top.
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:09:58,R,Grasp pole with just right hand while sitting on platform.
Rest,N,Gisela,Pcoq,10,M,7,13,2022,9:04:50,R,"Grasp branch with all 4 limbs, right hand on top. Stop at 9:05:11"
Rest,N,Gisela,Pcoq,10,M,7,13,2022,9:08:14,R,Grasp mesh with 3 limbs (no left hand) right hand on top. Stop at 9:08:27
Rest,N,Gisela,Pcoq,10,M,7,13,2022,9:11:06,R,"Grasp mesh with all 4 limbs, right hand on top"
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:27:47,R,Grasp mesh wall with right hand.
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:33:33,R,Grasp onto mesh with right hand
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:34:48,R,Grasp onto mesh with right hand
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:58:14,R,Grasp onto mesh wall with 3 limbs (no left hand) while resting.
Rest,N,Gisela,Pcoq,10,M,7,14,2022,10:02:39,R,Grasp onto mesh wall with 3 limbs (no left hand) while resting.
Rest,N,Gisela,Pcoq,10,M,7,14,2022,10:03:34,R,Grasp onto mesh wall with 3 limbs (no left hand) while resting.
Rest,N,Gisela,Pcoq,10,M,7,14,2022,10:05:50,R,"Grasp mesh wall with all 4 limbs, right hand on top"
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:17:46,L,Grasp pole with 3 limbs (no right hand) left hand on top.
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:18:56,L,"Grasp structure with all 4 limbs, right hand on top"
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:28:18,L,"Grasp onto pole with all 4 limbs, left hand on top. Stop at 8:24:29"
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:32:44,L,Grasp structure with 3 limbs (no right hand) left hand on top. Stop at 8:38:00
Rest,N,Gisela,Pcoq,10,M,7,13,2022,9:04:32,L,"Grasp branch with all 4 limbs, left hand on top"
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:35:08,L,Grasp onto mesh wall with left hand
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:56:21,L,Grasp onto mesh wall with just left hand
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:57:15,L,Grasp onto mesh wall with just left hand
Rest,N,Gisela,Pcoq,10,M,7,14,2022,10:06:19,L,Grasp onto mesh with 3 limbs (no right hand). Stop at 10:06:50
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:00:40,L,Grasp mesh with left hand resting
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:02:44,L,Grasp mesh with just left hand while resting and sitting on the floor. Stop at 8:03:09
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:04:11,L,"While resting, grasp mesh with 3 limbs (no right hand). Left hand on top. Stop at 8:04:42."
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:10:54,L,Grasp mesh with just left hand while sitting and resting.
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:49:58,L,"While resting, hold onto mesh wall with left hand and left foot. Stop at 9:50:18"
Rest,N,Gisela,Pcoq,10,M,7,14,2022,10:04:05,L,"While resting, hold onto mesh wall with 3 limbs (no right hand). Stop at 10:04:12"
Rest,N,Gisela,Pcoq,10,M,7,14,2022,10:10:10,L,Grasp onto branch with just left hand while resting.
Rest,N,Gisela,Pcoq,10,M,7,13,2022,7:58:15,R,Grasp mesh with just right hand while resting
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:37:03,R,"While resting, grasp onto beanch with right hand. Stop at 9:37:09"
Rest,N,Gisela,Pcoq,10,M,7,14,2022,9:52:42,R,Grasp onto mesh wall with 3 limbs (no left hand) while resting.
Rest,N,Gisela,Pcoq,10,M,7,13,2022,8:01:01,R,Grasp mesh with 4 limbs while resting. Right hand on top.
Rest,X,Licinius,Lcat,29,M,6,29,2022,8:38:18,R,Grasp maple leaf with right hand. Holding tree with 4 limbs total.
Rest,X,Licinius,Lcat,29,M,6,29,2022,9:01:51,R,Grasp tree with right hand on top
Rest,X,Licinius,Lcat,29,M,6,29,2022,8:52:56,L,Grasp tree with left hand on top
Rest,X,Licinius,Lcat,29,M,6,22,2022,9:28:51,R,Grasp branch with right hand on top
Rest,X,Licinius,Lcat,29,M,6,22,2022,10:02:29,R,Grasp branch with right hand on top
Rest,X,Licinius,Lcat,29,M,6,29,2022,8:50:41,R,Hold onto branch with right hand on top while resting. Holding tree with 4 limbs total.
Rest,X,Licinius,Lcat,29,M,6,29,2022,9:23:47,R,Rest while holding onto branch with all 4 limbs. Right hand on top.
Rest,X,Licinius,Lcat,29,M,7,5,2022,8:45:42,R,Right hand hold branch while sitting on the ground and resting. Stop at 8:47:15
Rest,Maddie,Maddie,Emon,16,F,6,28,2022,14:22:54,R,Grasp branch with right hand on top.
Rest,Maddie,Maddie,Emon,16,F,6,28,2022,14:25:04,R,Grasp branch with right hand. Hold onto lower branch with other 3 limbs.
Rest,Maddie,Maddie,Emon,16,F,7,8,2022,9:26:50,R,Grasp branch with right hand (no other limbs) while resting.
Rest,Maddie,Maddie,Emon,16,F,7,8,2022,9:39:11,R,"While resting, hold onto mesh wall with both hands and right hand on top."
Rest,Maddie,Maddie,Emon,16,F,7,8,2022,9:22:26,R,Hold onto mesh wall while resting with right hand on top. Holding with both hands and no feet.
Rest,Maddie,Maddie,Emon,16,F,7,8,2022,9:46:19,L,"While resting, hold onto mesh wall with left hand and no other limbs"
Rest,P,Rico,Emon,5,M,6,28,2022,9:53:25,R,Grasp pine tree branch with right hand on top. Hold tree with 3 other limbs.
Rest,P,Rico,Emon,5,M,6,30,2022,9:32:42,L,Rest on tree. Cling to tree with left hand on top
Rest,P,Rico,Emon,5,M,6,30,2022,10:12:09,L,Rest on tree. Cling to tree with left hand on top
Rest,P,Rico,Emon,5,M,6,30,2022,9:19:07,R,Rest while clinging onto branch with right hand on top
Rest,P,Rico,Emon,5,M,6,30,2022,9:33:04,R,Rest on tree with right hand on top
Rest,P,Rico,Emon,5,M,6,30,2022,9:43:44,R,Rest on branch with right hand on top
Rest,N,Rupert,Pcoq,12,M,7,6,2022,8:49:57,R,"Grasp mesh wall with right hand. 3 limbs, left hand free. Stop at 8:50:23"
Rest,N,Rupert,Pcoq,12,M,7,6,2022,8:52:46,R,Grasp mesh with all 4 limbs. Right hand on top. Stop at 8:52:59
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:04:06,R,"Grasp branch with all 4 limbs, right hand top. Stop at 9:04:28"
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:06:16,R,Grasp branch with 3 limbs (left hand free). Stop at 9:06:28
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:08:06,R,"Grasp branch with all 4 limbs, right hand on top. Stop at 9:08:17"
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:13:16,R,"Grasp pole with 3 limbs, left hand free. Stop at 9:13:23"
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:19:16,R,"Grasp branch with all 4 limbs, with right hand on top. Stop at 9:19:20"
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:33:30,R,"Grasp branch with all 4 limbs, right hand on top. Stop at 9:33:45"
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:45:54,R,Grasp branch with right hand. Resting with othre limbs all on another branch.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,9:29:19,R,Grasp onto branch with just right hand. Feet are resting on a lower branch.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,9:37:16,R,Grasp branch with just right hand. Feet are resting on a lower branch.
Rest,N,Rupert,Pcoq,12,M,7,6,2022,8:50:46,L,"Grasp mesh wall with left hand. 3 limbs, right hand free. Stop at 8:51:18"
Rest,N,Rupert,Pcoq,12,M,7,6,2022,9:03:30,L,Grasp mesh with all 4 limbs. Left hand on top. Stop at 9:03:53
Rest,N,Rupert,Pcoq,12,M,7,12,2022,9:05:02,L,Grasp onto mesh with 3 limbs (no right hand). Left hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,9:27:09,L,Grasp onto branch with just left hand. Feet are resting on a lower branch.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,9:37:38,L,Grasp branch with just left hand. Feet are resting on a lower branch.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,10:11:13,L,Grasp onto mesh with 3 limbs (no right hand). Left hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:25:59,L,"Grasp mesh with all 4 limbs, left hand on top"
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:46:27,L,Grasp mesh with all 4 limbs. Left hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:47:07,L,Grasp branch with all 4 limbs while resting. Left hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:47:54,L,Grasp wall with 4 limbs (no right hand). Left hand is on top. Resting.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:48:17,L,"While resting, grab branch with left hand."
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:50:20,R,"Grasp mesh wall with all 4 limbs, right hand on top"
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:29:43,R,Grasp mesh with only right hand while resting
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:31:47,R,Grasp door frame with only right hand while resting
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:47:36,R,Grasp onto wall with all 4 limbs. Left hand on top. Resting.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:48:35,R,Grasp mesh with right hand and both feet while resting.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:53:08,R,Resting while holding onto mesh with all 4 limbs. Right hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,9:15:53,R,Grasp onto mesh with 3 limbs (no left hand). Right hand on top. Resting.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:33:15,R,Hold onto branch with right hand while resting
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:55:55,R,"While resting, grasp onto mesh wall with just right hand."
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:33:39,L,Grasp mesh with left hand
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:55:04,L,Grasp onto pole with all 4 limbs. Left hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:34:38,L,Hold onto branch with left hand and both feet
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:39:54,R,"Grasp mesh with all 4 hands, right hand on top"
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:55:14,R,Grasp onto pole with all 4 limbs. Right hand on top.
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:56:29,L,"While resting, grasp onto mesh with just left hand."
Rest,N,Rupert,Pcoq,12,M,7,12,2022,8:50:59,L,"While resting, grab mesh with just left hand"
Rest,X,Sierra Mist,Lcat,14,F,6,29,2022,9:49:30,R,Grasp branch with right hand. Sitting with 2 feet. Holding onto branch with 3 limbs total (all except left hand)
Rest,X,Sierra Mist,Lcat,14,F,6,29,2022,10:06:05,R,"Grasp mesh fence with both hands, but right hand above left hand."
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:43:59,R,Switch to right hand is on top while clinging to pole.
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:31:45,L,Grasp pole with left hand on top
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:27:19,L,Grasp fence mesh with left hand on top. Grasping with all 4 limbs
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:30:58,L,Grasp wall with left hand on top (cling with all 4 limbs). Stop at 9:31:35
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:43:42,L,Cling to pole with all 4 limbs. Left hand on top
Rest,Furia,Thrax,Pcoq,10,M,7,6,2022,8:38:30,L,Grasp pole with all 4 limbs. Left hand top.
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:32:11,R,Switch to grasp pole with right hand on top
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:41:05,R,Grasp pole with right hand on top(cling with all 4 limbs) stop at 9:43:15
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:50:23,R,Cling to pole with all 4 limbs. Right hand on top. Stop at 9:50:41
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:02:17,L,Rest while grasping fence mesh with left hand. Sitting on ground
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:28:21,L,Grasp pole with left hand while sitting
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:29:10,L,Switch to grasp pole with left hand while sitting. Stop at 9:29:29
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,8:54:53,R,Rest while grasping pole with right hand
Rest,Furia,Thrax,Pcoq,10,M,7,1,2022,9:28:59,R,Switch to grasp pole with right hand while sitting.
